country,name,id,provider,source,future_programmes,future_hours,desc_pct,sample_title,sample_desc,title_source,desc_source,title_desc_policy,language_audit,alternatives,alternative_sources,merged_alternatives,url,integration_status,covered_by
Egypt,إل بي سي آي.eg,إل بي سي آي.eg,openepg,egypt1,36,35.1,50.0,ولاد البلد,مسلسل لبناني تدور أحداثه حول (فراس، وتمارا) اللذين افترقا بسبب الانتماء الطائفي، مما أجبر (فراس) على ترك البلاد لمدة سبع سنوات، وبعد عودته اكتشف خيانة حبيبته، واكتشف حقائق أخرى يجن لها العقل، وتشتعل لها الرأس شيبا.,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:LBCInternational.lb@SD
Egypt,إل بي سي.eg,إل بي سي.eg,openepg,egypt1,28,36.1,75.0,عنتر ابن ابن ابن ابن شداد,هجمت قبيلة بنى مره، على بقايا قبيلة بنى عبس، فخاف زعيمها أبوالعنزة (لطفى لبيب)، على إندثار نسل عنترة بن شداد، بموت آخر نسله عنترة بن سلومه، المولود حديثاً، فميزه بعلامة فى فخذه الأيمن، ووضعه بالصحراء، ليلتقطه بعض السيارة، وتم نقله لمصر، ووضع أمام المسجد، ومعه شجرة العائلة، وسلمه شيخ الجامع لسعد الأحمر، ليربيه مع إبنه سعيد، نظير بعض المال، الذى كان نواة لشركة أجهزة كهربائية بسيطة، وأطلق عليه إسم حشمت، وبعد موت سعد فى حادث، تولى إبنه سعيد (باسم سمرة) تربية حشمت حتى كبر (محمد هنيدى). كان سعيد شحيحا وبخيلاً ومحب للمال، يتهرب من الضرائب ويدخن المخدرات، وعامل أخيه الأصغر بالتبنى، معاملة قاسية، واستغله فى تولى شئون حسابات الشركة، المقامة فى شقة صغيرة، وجعل مكتبه فى الحمام. ثار حشمت على أخيه الأكبر سعيد، وترك له المنزل والشركة، وأقام لدى محامى الشركة نجيب (علاء مرسى)، ولكن سعيد الأحمر، شاهد بالتليفزيون، كريم السرجانى (تميم عبده)، رجل المزادات والانتيكات، الذى يحافظ على التراث، ومقتنيات أحفاد العظماء، ويوفر لهم حياة كريمة، ويدفع لهم الأموال، فتذكر سعيد، شجرة العائلة التى كانت مع حشمت، وهو لحمة حمراء مع السحالى، والتى تثبت أنه حفيد عنترة بن شداد، فسارع بإحضاره من عند نجيب، واخبره أنه ليس أخيه، وأن إسمه عنترة بن سلومه، وهو حفيد عنترة بن شداد، وذهب به للسرجانى، الذى سأله عن مقتنيات العائلة، مقابل نصف مليون دولار، ولما كان عنترة لا يعرف أحد من عائلته، فقد إستعان السرجانى، بوسائل التواصل الإجتماعى، للبحث عن عائلة عنترة، وبث سعيد الأحمر فيديو، يناشد أهل عنترة الظهور، وشاهد الفيديو الجد أبو العنزة، فأرسل عروة (محمود حافظ)، حفيد شيبوب، أخو عنترة بن شداد من الأم، ليأتى بحفيده عنترة، ليستلم ميراثه، ويتزوج من إبنة عمه عالية ( درة زروق ) ويوصل نسل عنترة بن شداد. طمع سعيد الأحمر فى ميراث عنترة، وفك كيسه، وقرر الترحيب بالضيوف، والصرف على الرحلة، وقابلهم بالطريق زعيم العصابات الظغروف (محسن منصور) حفيد الضغروف، وجردهم من ملابسهم، وإستولى على أموال سعيد. ورحبت قبيلة بنى عبس بحفيدها عنترة، بعد أن تأكدت من العلامة المميزة، بفخذه الأيمن، وأخبرهم بأن سعيد هو خادمه، وإنه يفضل العيش فى الحمام، ولأنهم يكرمون الضيف، فقد جعلوا إقامة سعيد فى بيت الراحة، وتحمل سعيد من أجل الميراث. قرر الجد زواج عنترة من إبنة عمه عالية، وطلبها من خالها (كمال سليمان) وأمها (ناهد رشدى)، ولكن كان قلب عالية، مع فتى الفتيان، الشجاع المغوار، والعاشق الولهان، أسد الرجال (خالد سرحان)، الذى يلف الاسد على صباعه، ويربط الحية على ذراعه، ويحمل النخل بكل أنواعه. حاول عنترة إستمالة عروسه فى ليلة دخلته، ولكنه فشل، فقد قفشت العروس، وباظت الدخله، ولم تنتفخ بطن عالية، وباح عنترة بسره لعروة، حفيد شيبوب، والذى فضحه بالربابة، فى أنحاء الديار، وإضطر عنترة، لتحدى أسد الرجال، وهزمه فى البلاى ستيشن، ولكن أسد الرجال، لم يستسلم، وحاول مبارزة عنترة، وأهان قبيلته، ولكن إبنة عمه عالية، إنتصرت له، وواجهت أسد الرجال، وإشتكته لمجلس القبيلة، الذى جرده من إسمه، وأطلق عليه إسم سامح، وأبدى عنترة شجاعة فى القتال، حتى يقترب من عالية، وتعلم قول الشعر حتى يكسب قلبها، وبدأت عالية تميل إليه، ولكن الأعور (ضياء عبدالخالق) من بنى مره، والذى يبحث عن سيف عنترة، إعترضهم، فإشتكى سعيد الاحمر للسرجانى، الذى أمدهم بالسلاح، حتى يقضوا على بنى مره، وتسلم عنترة ميراثه، وكان عبارة عن مزمار وزمزمية وطباشيرة، مما أثار إستياء الأحمر، الذى ترحم على ماله الذى ضاع هباء، ولكن عبدالجبار (مظهر أبوالنجا)، كاتم أسرار القبيلة، أخبرهم إن السر فى المزمار، فوجدوا به خريطة توضح المكان، الذى خبأ به سيف عنترة، والذى كان صحراء، واصبح الآن شارع نوال بالدقى، وحصلوا على السيف، وعادوا به للقبيلة لمحاربة بنى مره، ولكن الاحمر علم أن السرجانى، سيأتى بقوات للقضاء على ماتبقى من القبيلتين، فإتحدت قوات بنى عبس، مع قوات بنى مره، وإنضم لهم سامح، أسد الرجال سابقاً، بقواته، وقضوا على قوات السرجانى، ودخل عنترة على ابنة عمه عالية، التى أنجبت له قيس وليلى، وعنتر وعبله. (عنتر إبن إبن إبن إبن شداد),,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:LBC.sa@SD
Egypt,إم تي في.eg,إم تي في.eg,openepg,egypt1,40,35.1,30.0,ابنتي,أويكو فتاة في الثامنة من عمرها، تعاني من مرض وراثي نادر، وتبدأ رحلة البحث عن والدها بعد أن تتخلى عنها عمتها. لكن المفاجأة تكون في أنه، بعد لقائه بها، يحاول التخلص منها بدلًا من احتضانها، فتزداد معاناتها بدل أن تتحسن.,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:MTV.lb@SD
Egypt,ال تي في.eg,ال تي في.eg,openepg,egypt1,36,35.1,77.8,نبض,في إطار الدراما الممزوجة ببعض التراجيديا، تدور أحداث المسلسل حول القضايا الاجتماعية وعلاقات المال والأعمال وقصص الحب المختلفة وغيرها من القضايا.,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:LanaTV.lb@SD
Egypt,الثانية.eg,الثانية.eg,openepg,egypt1,38,35.1,71.1,عطر الشام ج4,تنتقل أحداث الجزء الرابع من المسلسل من مرحلة الصراع مع الاحتلال الفرنسي، إلى مرحلة القضايا الاجتماعية واليومية في حياة الدمشقيين في حقبة الثلاثينات، شاهدا على مشاكل البيت الدمشقي في تلك الفترة وصراع المرأة مع زوجها في مطالبتها بحقوقها.,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:Althania.sy@SD
Egypt,الجديد.eg,الجديد.eg,openepg,egypt1,37,35.1,24.3,EGO - Erkege Güven Olmaz,تُجبر (سيبل)، سيدة الأعمال الناجحة على مواجهة حقيقة قاسية، قد تُفقد قدرتها على الإنجاب، وفي الوقت ذاته، يواجه (إرهان)، الشاب الطموح الذي يُخطط لحياة سعيدة مع خطيبته، كارثة مالية تُهدد مستقبله، قبل أن تجمعهما الصدفة في عرض عمل غريب يُغير مسار حياتهما إلى الأبد.,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,openepg:egypt2:Al Jadeed TV.eg,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:AlJadeed.lb@SD
UAE,الحدث.ae,الحدث.ae,openepg,uae6,65,43.1,100.0,أخبار الحدث,كن في الطليعة مع آخر الأخبار العاجلة وأهم الأحداث الجارية، بالإضافة إلى معرفة كل ما يدور حولك من أحداث سواء كانت في المنطقة العربية أو حول العالم.,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,openepg:saudiarabia5:Al Hadath.sa,https://www.open-epg.com/files/uae6.xml,,osn.xml.gz:AlHadath.sa@SD
Egypt,الحياة.eg,الحياة.eg,openepg,egypt1,30,35.1,16.7,برنامج العباقرة,,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,openepg:egypt2:Alhayat TV.eg,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:AlhayatTV.eg@SD
Egypt,الرشيد.eg,الرشيد.eg,openepg,egypt1,36,35.1,5.6,نشرة الاخبار,,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,openepg:egypt2:Alrasheed.eg,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:AlRasheedTV.iq@SD
Egypt,السعودية.eg,السعودية.eg,openepg,egypt1,48,35.1,47.9,فترة دينية,,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,openepg:egypt2:Saudiya TV.eg,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:AlSaudiya.sa@SD
Egypt,السعيدة.eg,السعيدة.eg,openepg,egypt1,40,35.1,20.0,برنامج,,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:AlSaeedah.eg@SD
Egypt,السومرية.eg,السومرية.eg,openepg,egypt1,39,35.1,10.3,طائر الجنوب,بعد حب عميق جمع بين صكَر وكمرة، تصاب الأخيرة برصاصة مجهولة وهي بين يديه، فيتهم صكر بقتل زوجته، لذا يهرب إلى منطقة حدودية ويختبئ هناك بحثًا عن براءته وتتوالى الأحداث.,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,openepg:egypt2:Alsumaria.eg,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:Alsumaria.iq@SD
Egypt,الشرقية.eg,الشرقية.eg,openepg,egypt1,38,35.1,13.2,برنامج,,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:AlSharqiyaMinKabla.ae@SD
Egypt,الشروق الجزائرية.eg,الشروق الجزائرية.eg,openepg,egypt1,36,35.1,16.7,برنامج,,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:EchoroukTV.dz@SD
Egypt,الظفرة.eg,الظفرة.eg,openepg,egypt1,38,35.1,71.1,برنامج حلم الإمارات,,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,openepg:saudiarabia2:Al Dafrah.sa;openepg:egypt2:Al Dafrah.eg,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:AlDafrahTV.ae@SD
Egypt,العراقية.eg,العراقية.eg,openepg,egypt1,39,35.1,33.3,شارع 9,تدور قصته حول اختفاء ابنة رجل اعمال شهير، تقطن في شارع 9 بمنطقة المعادي ويقرر زوجها العودة من الخارج للبحث عنها ويكتشف انها قتلت في ظروف غامضة يشترك في احداثها مجموعة من سكان شارع 9.,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:AlIraqia.iq@SD
UAE,العربية.ae,العربية.ae,openepg,uae6,62,43.1,100.0,فصل المقال,برنامج حواري يقدمه محمد الملا، يسعى إلى تفكيك القضايا المثارة وفصل الرأي فيها من خلال حوارات مباشرة مع شخصيات خليجية وعربية مؤثرة والوصول إلى مواقف واضحة تعكس تفاعل الرأي العام.,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,openepg:saudiarabia5:Al Arabiya.sa,https://www.open-epg.com/files/uae6.xml,,osn.xml.gz:AlarabiyaPortrait.ae@SD
Egypt,القاهرة والناس 2.eg,القاهرة والناس 2.eg,openepg,egypt1,29,35.1,55.2,الناس الحلوة,برنامج (الناس الحلوة) هو برنامج طبي متخصص، يستضيف البرنامج أطباء لمعرفة معلومات طبية وللرد على الاستشارات.,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,openepg:egypt2:Al Kahera Wal Nas TV 2.eg,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:AlKaheraWalNas2.eg@SD
Egypt,القاهرة والناس.eg,القاهرة والناس.eg,openepg,egypt1,32,36.1,46.9,برنامج العباقرة,,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,openepg:egypt2:Al Kahera Wal Nas TV.eg,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:AlKaheraWalNas.eg@SD
Egypt,المحور.eg,المحور.eg,openepg,egypt1,27,36.1,33.3,برنامج صناع الفرصة,,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,openepg:egypt2:Mehwar.eg,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:ElMehwarChannel.eg@SD
Egypt,المصرية.eg,المصرية.eg,openepg,egypt1,33,35.1,27.3,نشرة السادسة,,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:AlMasriyah.eg@SD
Egypt,النهار دراما.eg,النهار دراما.eg,openepg,egypt1,36,35.1,100.0,اتهام,تدور احداث المسلسل حول ريم (ميريام فارس) التي تعاني من ظروف مادية قاسية، وهو ما يدفع أحد القوادين لملاحقتها من أجل أن يجندها لكي تعمل لصالحه، وينجح هذا الرجل في مسعاه ويهرب بها إلى القاهرة، وتبدأ في إقامة علاقات عديدة مع رجال الأعمال من خلال شبكة تديرها هي وهذا القواد.,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,openepg:saudiarabia2:Al Nahar Drama.sa;openepg:egypt2:Al Nahar Drama.eg,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:AlNaharDrama.eg@SD
Egypt,تلفزيون حضرموت.eg,تلفزيون حضرموت.eg,openepg,egypt1,39,36.4,20.5,برنامج,,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:HadhramautTV.ye@SD
Egypt,تن.eg,تن.eg,openepg,egypt1,36,35.1,19.4,نشرة الأخبار,,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:TeN.eg@SD
Egypt,دجلة.eg,دجلة.eg,openepg,egypt1,36,35.1,2.8,برنامج,,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:DijlahTV.iq@SD
Egypt,دي إم سي دراما.eg,دي إم سي دراما.eg,openepg,egypt1,33,35.1,97.0,هند والدكتور نعمان,تحصل ابنة الدكتور (نعمان) وزوجها على إعارة للخارج، ويقرران الإبقاء على ابنتهم (هند) مع جدها الدكتور (نعمان) لرعايتها والاهتمام بها أثناء فترة غيابهم عنها.. تقع جريمة قتل وتشاهد (هند) الجريمة، حيث تكون هي الشاهدة الوحيدة عليها، فيقرر المجرمين التخلص منها حتى لا تُدلي بشهادتها وتدل الشرطة عليهم.,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,openepg:egypt2:DMC DRAMA.eg,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:DMCDrama.eg@SD
Egypt,دي إم سي.eg,دي إم سي.eg,openepg,egypt1,21,35.1,38.1,حفل غنائي,,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,openepg:egypt2:DMC.eg,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:DMC.eg@SD;osn.xml.gz:DMC.eg@SD
Egypt,ذكريات.eg,ذكريات.eg,openepg,egypt1,44,35.1,56.8,مقادير,بعد وفاة والدهما، تتولى والدة (فايز) و(غازي) رعايتهما، لكن بسبب كبر سنها وعدم قدرتها على العمل، يترك (فايز) دراسته الجامعية ويسافر إلى مدينة (عَمان) للبحث عن عمل، ومن خلال التنقل بين وظيفة وأخرى، يبدأ في الصعود من القاع إلى القمة وتحقيق ثروة كبيرة ومكانة اجتماعية مرموقة.,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:ThikrayatTV.sa@SD
Egypt,رؤيا.eg,رؤيا.eg,openepg,egypt1,31,35.1,25.8,مرايا 2003,مسلسل كوميدي متعدد الأجزاء، يتناول في حلقاته عدة قصص وحكايات بأسلوب كوميدي ناقد وساخر وينتقد الأوضاع الاجتماعية والسياسية.,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,openepg:saudiarabia2:Roya.sa;openepg:egypt2:Roya.eg,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:RoyaTV.jo@SD;osn.xml.gz:RoyaTV.jo@SD
Egypt,سي بي سي دراما.eg,سي بي سي دراما.eg,openepg,egypt1,36,35.1,100.0,الشارع اللي ورانا,تدور أحداث المسلسل حول (نادية) وهي فتاة في العقد الثالث من عمرها، عاشت لفترة في مصحة نفسية، قبل أن تخرج منها كان يطاردها حلم تظهر فيه يوميًا وهي تذهب إلى بيت قديم يخيفها، وفي نفس الوقت تشعر بوجود رابط بينها وبين هذا البيت.,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,openepg:saudiarabia2:CBC Drama.sa;openepg:egypt2:CBC Drama.eg,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:CBCDrama.eg@SD
Egypt,سي بي سي.eg,سي بي سي.eg,openepg,egypt1,27,36.1,40.7,برنامج جوهرة مصرية,,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,openepg:saudiarabia2:CBC.sa;openepg:egypt2:CBC.eg,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:CBC.eg@SD
Egypt,سيما.eg,سيما.eg,openepg,egypt1,18,35.1,94.4,أيظن!,انهارت العمارة فماتت الزوجة واختفت الابنة جميلة ذات الثلاث اعوام وبحث عنها ابيها سيد ابوغالى (حسن حسنى) دون جدوى، فسافر للخارج بعد ان أوصى جارته سمنوها (هاله فاخر) بموافاته بأخبار ابنته اذا عثرت عليها، وتزوجت سمنوها وانجبت ابنها حازم (حميدالشاعرى) ويعمل مدرسا للموسيقى بمدرسة بها شقيقه الصغير فرغلى (طارق عصام) تلميذا، وبعد موت زوجها احبت جارها الكفيف يوسف (عزت ابو عوف) الذى يعيش مع ابنته الشابة مها (ميرنا المهندس) التى تحب حازم، والذى فصل من المدرسة لتهريجه مع التلاميذ، وقد صحب جاره مطرب الصالات طلبه (محمد شومان) لإختبارات الأصوات بالاذاعة، ولكنهما طردا لتشاز اصواتهم، وفى زيارة للمقابر قامت بها سمنوها ومعها كل جيرانها تقابلت مع ابوغالى بعد عودته من الخارج وقد اصبح فاحش الثراء، وعرض مكافأة ١٠ مليون لمن يعثر على ابنته جميلة، وقامت مها بوضع صورة الطفلة على احد برامج الكمبيوتر الذى أمدها بالشكل المتوقع لجميلة بعد ٢٠ عاما، وطبعوا منها عدة نسخ وداروا بها فى الشوارع بحثا عن جميلة، وقادتهم اقدامهم لوكر لمزاولة الرذيلة، توقعوا مقابلة جميلة فيه، ولكن قبض عليهم بوليس الاداب عرايا، وأخرجهم ابو غالى، واكتشفوا ان النقيب عفت (مى عزالدين) الموجود بالقسم يشبه صورة جميله، فضمها أبو غالى لأحضانه، وانتقلت للعيش معه بالقصر، ومعهم باقى الشلة الذين كانوا فى انتظار المكافأة، ومارست عفت جديتها كضابط على الجميع، وفرضت نظاما عسكريا على القصر، ولكن ابو غالى اكتشف ان النقيب عفت يتجسس عليه، وانها ليست ابنته بل مدفوعة من البوليس للتأكد من نزاهته المالية، لأنه مرشح لمنصب كبير، وصدم ابو غالى فى ابنته، وأخذ الجميع وسافر لقريته السياحية على البحر، ولكن النقيب عفت توصلت لإبنته جميلة التى تربت بأحد الملاجئ، وتعمل الآن راقصة اسمها زبدة (مى عز الدين) وقد احضرتها إليه ومعها فرقتها الموسيقية من طنطا، وضمها ابو غالى لأحضانه، ومنعها من مزاولة الرقص، وأغدق عليها من امواله وعطفه، ورغبت زبده فى رد الجميل، فحذرته من خطيبته ألماظه (مروة) بنت شاش باشا، وانها تخدعه وعلى علاقة برجال كثيرين، واعترفت له انها ليست إبنته، وإنها مدفوعة من أهلها لإبتزازه، وصدم ابو غالى للمرة الثانية، ولكن النقيب عفت عثرت على ابنته جميلة بعد ان عثرت على سلسلتها الذهبية التى كانت معها وهى صغيرة، وهى الآن اسمها نسمه (مى عز الدين) ولكن لها ظروفها الخاصة فهى بدينة بدرجة سوبر، عانى معها ابوغالى الكثير، حتى ظهرت عليها أعراض مرض وراثى، لم يكن ابو غالى مصاب به، ويخبره الطبيب (محمد قشطه) ان نسمه ليست ابنته، وصدم للمرة الثالثة، ولكن عفت لم تتحمل ماأصاب ابو غالى، فأخبرته بموت ابنته فى الملجأ، وأحضرت له زبدة ونسمة للعيش معه وقررت هى الاخرى ان تبقى بجواره. (أيظن),,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:Cima.eg@SD
Egypt,صدى البلد 2.eg,صدى البلد 2.eg,openepg,egypt1,30,35.1,6.7,برنامج,,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,openepg:egypt2:Sada El Balad 2.eg,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:SadaElbalad2.eg@SD
Egypt,صدى البلد دراما.eg,صدى البلد دراما.eg,openepg,egypt1,36,35.1,100.0,ريا وسكينة,قصة حياة الأختين (ريا) و(سكينة)، وهما من أشهر مجرمات القرن العشرين في مصر. روعتا النساء في مطلع القرن وكانتا وراء مقتل العشرات، ويعرض المسلسل الظروف التي أدت إلى تحول الأختين ريا وسكينة إلى مجرمتين مستعرضًا تطورات حياتهما وصلتهما بالمحيطين بهما، وتأثير البيئة التي نشأت فيها الأختان على مستقبلهما.,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,openepg:egypt2:Sada El Balad Drama.eg,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:SadaElbaladDrama.eg@SD
Egypt,صدى البلد.eg,صدى البلد.eg,openepg,egypt1,32,35.1,25.0,برنامج عقار مصر,,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,openepg:egypt2:Sada El Balad.eg,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:SadaElbalad.eg@SD
Egypt,عمان.eg,عمان.eg,openepg,egypt1,66,35.6,43.9,على قد الحب,تجد سيدة الأعمال الناجحة مريم نفسها في مواجهة مع ماضٍ يأبى النسيان؛ حيث يطفو حدثٌ قديم على السطح ليزلزل استقرارها ويقذف بها في دوامة من التشتت، واضعةً نجاحها ومستقبلها أمام خيارين: التجاوز أو الانهيار.,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:OmanTV.om@SD
Egypt,عَمان.eg,عَمان.eg,openepg,egypt1,35,35.6,8.6,برنامج,,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:AmmanTV.jo@SD
Egypt,ماسبيرو زمان.eg,ماسبيرو زمان.eg,openepg,egypt1,49,35.4,55.1,مدينة الحروف الهجائية,يهدف المسلسل لتعليم الأطفال الحروف العربية بشكل ترفيهي مبسط، حيث تتناول كل حلقة حرف من الحروف يظهر بشكل كارتوني ويمر بمواقف لتوضيح طريقة نطق الحرف وأشكاله المختلفة، كما يُثري معرفة الأطفال بذكر أشياء تبدأ بهذا الحرف وتُختتم كل حلقة بأغنية مبهجة.,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:MasperoZaman.eg@SD
Egypt,ميكس بالعربي.eg,ميكس بالعربي.eg,openepg,egypt1,34,35.1,88.2,Forbidden Apple S5,في الجزء الخامس، تكتشف (يلدز) خيانة (كاجاتاي) لها مع (كومرو) لكنها سرعان ما تتجاوز هذه الأزمة وتركز على عملها، ثم تقرر الانتقام بعد ذلك وتبدأ سلسلة من الخداع والمؤامرات بين جميع الشخصيات.,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:MixBelAraby.eg@SD
Egypt,نايل دراما.eg,نايل دراما.eg,openepg,egypt1,36,35.1,88.9,رأفت الهجان ج1,الجزء الأول من الملحمة الوطنية المستوحاة من قصة الجاسوس المصري (رفعت علي سليمان الجمال) الذي تم زرعه داخل المجتمع اﻹسرائيلي للتجسس لصالح المخابرات المصرية. يقوم (محمود عبد العزيز) بدرو رفعت الجمال أو رأفت الهجان. نتعرف في الجزء الأول على مقدمة الملحمة وعلاقة رأفت بالمخابرات المصرية، ونتعرف على زوجته هيلين سمحون (يسرا). نتابع قصته في مصر وترتيب المخابرات المصرية لتاريخه اليهودي فيها وكيفية خروجه من مصر ليبدأ رحلة الجاسوسية ضد إسرائيل لصالح المخابرات المصرية.,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,openepg:egypt2:Nile Drama.eg,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:NileDrama.eg@SD
Egypt,نايل لايف.eg,نايل لايف.eg,openepg,egypt1,29,35.1,24.1,برنامج ادم و حوا,,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,openepg:egypt2:Nile Life.eg,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:NileLife.eg@SD
Egypt,نسمة.eg,نسمة.eg,openepg,egypt1,45,35.1,33.3,برنامج البازار,,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:NessmaElJadida.tn@SD
Egypt,يو تي في.eg,يو تي في.eg,openepg,egypt1,40,35.1,40.0,برنامج,,,,NATIVE_TITLE_POLICY,ARABIC_SELECTED,0,,,https://www.open-epg.com/files/egypt1.xml,,elcinema.xml.gz:UTV.iq@SD
